ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,ROI
709614,19/08/2017,19/08/2017,916,104061,40-44,M,16,19,20,19113.0,4,5.5200001,1.0,0.0,0.020928164076806362,-81.88405829920184
709756,19/08/2017,19/08/2017,916,104085,40-44,M,16,21,21,10976.0,2,1.690000057,1.0,1.0,0.018221574344023325,-40.82840436259228
709761,18/08/2017,18/08/2017,916,104085,40-44,M,16,19,20,2861.0,0,0.0,1.0,0.0,0.0,0.0
709899,18/08/2017,18/08/2017,916,104108,40-44,M,15,18,20,1398.0,0,0.0,1.0,1.0,0.0,0.0
709901,18/08/2017,18/08/2017,916,104109,40-44,M,16,18,20,23817.0,7,8.470000148,1.0,1.0,0.02939077129781249,-88.19362476355886
710045,17/08/2017,17/08/2017,916,104133,45-49,M,16,22,17,47224.0,12,15.82000017,1.0,0.0,0.025410808063696423,-93.6788875521232
710088,17/08/2017,17/08/2017,916,104140,45-49,M,24,26,27,2283.0,1,1.470000029,1.0,0.0,0.043802014892685065,-31.97279045767964
710360,17/08/2017,17/08/2017,916,104185,45-49,M,21,26,24,2182.0,1,1.529999971,1.0,1.0,0.045829514207149404,-34.64052163697721
710477,17/08/2017,17/08/2017,916,104205,30-34,F,16,19,19,2654.0,0,0.0,1.0,1.0,0.0,0.0
710480,17/08/2017,17/08/2017,916,104205,30-34,F,16,21,20,57665.0,14,18.06999969,1.0,1.0,0.024278158328275384,-94.4659655940481
710571,18/08/2017,18/08/2017,916,104220,30-34,F,32,37,38,3091.0,1,1.610000014,1.0,1.0,0.03235198964736331,-37.888199297866585
710617,18/08/2017,18/08/2017,916,104228,30-34,F,15,19,16,5014.0,1,1.190000057,1.0,0.0,0.01994415636218588,-15.966390579761121
710623,18/08/2017,18/08/2017,916,104229,30-34,F,16,19,20,38726.0,7,9.220000267,1.0,0.0,0.018075711408356142,-89.15401332927098
710628,17/08/2017,17/08/2017,916,104230,30-34,F,18,24,22,1473.0,0,0.0,1.0,0.0,0.0,0.0
710682,29/08/2017,29/08/2017,916,104239,30-34,F,27,33,32,1186.0,0,0.0,1.0,0.0,0.0,0.0
710763,29/08/2017,29/08/2017,916,104252,30-34,F,15,19,17,5369.0,1,1.50999999,1.0,0.0,0.018625442354255912,-33.77483399850883
710836,27/08/2017,27/08/2017,916,104265,30-34,F,29,33,31,22221.0,7,9.430000067,1.0,1.0,0.03150173259529274,-89.39554620471881
710867,26/08/2017,26/08/2017,916,104270,30-34,F,63,64,68,1185.0,0,0.0,1.0,0.0,0.0,0.0
710880,26/08/2017,26/08/2017,916,104272,30-34,F,65,70,68,13019.0,5,6.960000038,1.0,0.0,0.038405407481373374,-85.63218398649096
710961,27/08/2017,27/08/2017,916,104285,35-39,F,25,29,26,2508.0,1,1.220000029,1.0,0.0,0.03987240829346093,-18.03278883364682
710968,27/08/2017,27/08/2017,916,104287,35-39,F,27,31,29,5864.0,2,2.799999952,1.0,1.0,0.034106412005457026,-64.28571367346937
711217,27/08/2017,27/08/2017,916,104328,35-39,F,20,26,23,2783.0,1,1.600000024,1.0,0.0,0.035932446999640676,-37.50000093749999
711623,27/08/2017,27/08/2017,916,104396,40-44,F,15,18,20,3812.0,1,1.129999995,2.0,1.0,0.026232948583420776,76.99115122562458
711764,27/08/2017,27/08/2017,916,104419,45-49,F,10,16,11,11199.0,4,5.730000019,1.0,1.0,0.035717474774533436,-82.547993077066
711785,26/08/2017,26/08/2017,916,104423,45-49,F,19,25,23,292.0,0,0.0,1.0,0.0,0.0,0.0
711877,26/08/2017,26/08/2017,916,104438,45-49,F,63,67,65,17572.0,7,9.379999995,1.0,0.0,0.03983610289096289,-89.33901918408263
712052,25/08/2017,25/08/2017,916,104467,45-49,F,10,13,11,1448.0,0,0.0,1.0,1.0,0.0,0.0
734209,25/08/2017,25/08/2017,936,108654,30-34,M,10,16,14,1772.0,0,0.0,1.0,1.0,0.0,0.0
734210,25/08/2017,25/08/2017,936,108654,30-34,M,10,16,13,13329.0,4,5.629999995,1.0,1.0,0.030009753169780176,-82.2380106414192
734215,26/08/2017,26/08/2017,936,108655,30-34,M,15,19,17,13659.0,3,3.840000033,1.0,0.0,0.021963540522732264,-73.95833355712891
734243,26/08/2017,26/08/2017,936,108660,30-34,M,21,23,24,739.0,0,0.0,1.0,1.0,0.0,0.0
734266,26/08/2017,26/08/2017,936,108664,30-34,M,25,30,27,605.0,0,0.0,1.0,0.0,0.0,0.0
734272,26/08/2017,26/08/2017,936,108665,30-34,M,26,32,29,1030.0,0,0.0,1.0,0.0,0.0,0.0
734290,26/08/2017,26/08/2017,936,108668,30-34,M,29,32,35,5374.0,1,1.039999962,4.0,0.0,0.018608113137327877,284.6153986686396
734313,26/08/2017,26/08/2017,936,108672,30-34,M,36,38,38,790.0,0,0.0,1.0,1.0,0.0,0.0
734314,27/08/2017,27/08/2017,936,108672,30-34,M,36,38,38,962.0,0,0.0,1.0,0.0,0.0,0.0
734352,27/08/2017,27/08/2017,936,108678,35-39,M,10,11,16,4423.0,1,1.460000038,1.0,1.0,0.022609088853719195,-31.50685109776689
734361,29/08/2017,29/08/2017,936,108680,35-39,M,16,19,19,12382.0,2,2.839999914,1.0,1.0,0.016152479405588758,-64.78873132810948
734381,29/08/2017,29/08/2017,936,108683,35-39,M,20,25,24,2938.0,1,1.350000024,1.0,1.0,0.03403675970047651,-25.925927242798334
734399,28/08/2017,28/08/2017,936,108686,35-39,M,23,24,27,239.0,0,0.0,1.0,0.0,0.0,0.0
734418,29/08/2017,29/08/2017,936,108689,35-39,M,26,27,28,591.0,0,0.0,1.0,0.0,0.0,0.0
734421,29/08/2017,29/08/2017,936,108690,35-39,M,27,29,32,10332.0,4,5.75,1.0,0.0,0.03871467286101432,-82.6086956521739
734427,29/08/2017,29/08/2017,936,108691,35-39,M,28,29,31,8259.0,3,3.980000019,1.0,0.0,0.03632401017072285,-74.87437197924295
734433,29/08/2017,29/08/2017,936,108692,35-39,M,29,35,31,12158.0,3,4.449999928,1.0,0.0,0.024675111037999672,-77.52808952404999
734582,29/08/2017,29/08/2017,936,108716,40-44,M,29,33,33,7709.0,2,1.320000052,2.0,0.0,0.02594370216629913,51.51514554637306
734605,28/08/2017,28/08/2017,936,108720,40-44,M,36,37,41,834.0,0,0.0,1.0,0.0,0.0,0.0
734660,28/08/2017,28/08/2017,936,108729,45-49,M,18,22,23,1299.0,0,0.0,2.0,0.0,0.0,0.0
734666,28/08/2017,28/08/2017,936,108730,45-49,M,19,24,20,371.0,0,0.0,1.0,0.0,0.0,0.0
734726,28/08/2017,28/08/2017,936,108740,45-49,M,29,30,35,10466.0,3,4.090000033,1.0,0.0,0.02866424613032677,-75.5501224466616
734737,27/08/2017,27/08/2017,936,108742,45-49,M,31,37,33,839.0,0,0.0,1.0,0.0,0.0,0.0
734785,28/08/2017,28/08/2017,936,108750,30-34,F,10,13,13,5576.0,1,1.529999971,1.0,1.0,0.01793400286944046,-34.64052163697721
734794,28/08/2017,28/08/2017,936,108752,30-34,F,16,19,17,4010.0,0,0.0,1.0,0.0,0.0,0.0
734796,28/08/2017,28/08/2017,936,108752,30-34,F,16,22,17,39337.0,7,10.03000009,1.0,1.0,0.017794951318097465,-90.02991035865485
734800,28/08/2017,28/08/2017,936,108753,30-34,F,18,20,20,1635.0,0,0.0,1.0,0.0,0.0,0.0
734803,28/08/2017,28/08/2017,936,108753,30-34,F,18,19,21,1631.0,0,0.0,1.0,0.0,0.0,0.0
734852,28/08/2017,28/08/2017,936,108761,30-34,F,26,30,29,13479.0,3,4.25,1.0,0.0,0.022256843979523704,-76.47058823529412
734854,19/08/2017,19/08/2017,936,108762,30-34,F,27,33,32,57022.0,13,20.29000032,3.0,3.0,0.02279821823155975,-85.21439155896473
734856,19/08/2017,19/08/2017,936,108762,30-34,F,27,28,32,5453.0,1,1.389999986,1.0,1.0,0.018338529249954154,-28.057553232234355
734866,20/08/2017,20/08/2017,936,108764,30-34,F,29,32,31,11803.0,3,4.440000057,1.0,0.0,0.02541726679657714,-77.47747776661797
734881,20/08/2017,20/08/2017,936,108766,30-34,F,31,32,34,4259.0,1,1.570000052,1.0,1.0,0.023479690068091103,-36.30573459369541
734901,20/08/2017,20/08/2017,936,108770,30-34,F,64,70,68,1554.0,0,0.0,1.0,0.0,0.0,0.0
734903,20/08/2017,20/08/2017,936,108770,30-34,F,64,69,67,5323.0,1,1.289999962,1.0,1.0,0.0187863986473793,-22.480617871522078
734925,20/08/2017,20/08/2017,936,108774,35-39,F,10,11,12,5024.0,1,1.409999967,1.0,1.0,0.019904458598726117,-29.07801252452086
734939,20/08/2017,20/08/2017,936,108776,35-39,F,16,19,22,104648.0,24,33.33000004,4.0,2.0,0.022934026450577173,-87.99879989439088
734968,20/08/2017,20/08/2017,936,108781,35-39,F,22,25,27,8504.0,3,3.340000093,1.0,1.0,0.03527751646284102,-70.05988107318295
734999,20/08/2017,20/08/2017,936,108786,35-39,F,27,32,32,20277.0,6,8.050000072,1.0,0.0,0.029590176061547565,-87.57763986265962
735014,19/08/2017,19/08/2017,936,108788,35-39,F,29,34,30,12403.0,4,5.210000038,1.0,1.0,0.032250262033379024,-80.80614217454254
735032,19/08/2017,19/08/2017,936,108791,35-39,F,32,33,34,498.0,0,0.0,1.0,1.0,0.0,0.0
735043,18/08/2017,18/08/2017,936,108793,35-39,F,63,65,69,1357.0,0,0.0,1.0,1.0,0.0,0.0
735048,18/08/2017,18/08/2017,936,108794,35-39,F,64,65,68,1393.0,0,0.0,1.0,0.0,0.0,0.0
735065,19/08/2017,19/08/2017,936,108797,40-44,F,7,10,12,648.0,0,0.0,1.0,0.0,0.0,0.0
735109,19/08/2017,19/08/2017,936,108804,40-44,F,21,26,25,708.0,0,0.0,1.0,1.0,0.0,0.0
735140,19/08/2017,19/08/2017,936,108809,40-44,F,26,27,31,6907.0,2,2.349999964,1.0,0.0,0.02895613146083683,-57.44680785875962
735143,19/08/2017,19/08/2017,936,108810,40-44,F,27,28,30,39035.0,13,19.32999957,1.0,0.0,0.03330344562572051,-94.82669414254933
735151,19/08/2017,19/08/2017,936,108811,40-44,F,28,30,31,926.0,0,0.0,1.0,0.0,0.0,0.0
735184,19/08/2017,19/08/2017,936,108817,40-44,F,63,66,67,4412.0,1,1.450000048,1.0,0.0,0.022665457842248413,-31.034485041617042
735189,21/08/2017,21/08/2017,936,108818,40-44,F,64,65,66,9965.0,3,4.050000072,1.0,0.0,0.030105368790767684,-75.3086424142661
735213,21/08/2017,21/08/2017,936,108822,45-49,F,10,16,11,73634.0,23,32.97999978,1.0,0.0,0.03123557052448597,-96.9678592884454
735220,18/08/2017,18/08/2017,936,108823,45-49,F,15,17,17,69708.0,20,31.28999949,1.0,0.0,0.02869111149365926,-96.80409071173173
735242,18/08/2017,18/08/2017,936,108826,45-49,F,19,25,21,530.0,0,0.0,1.0,0.0,0.0,0.0
735247,18/08/2017,18/08/2017,936,108827,45-49,F,20,24,25,14257.0,6,8.789999962,1.0,0.0,0.04208459002595216,-88.62343567322986
735289,18/08/2017,18/08/2017,936,108834,45-49,F,27,30,30,20362.0,5,9.119999886,1.0,1.0,0.02455554464198016,-89.03508758223684
735290,18/08/2017,18/08/2017,936,108834,45-49,F,27,29,33,12215.0,4,6.26000011,1.0,0.0,0.03274662300450266,-84.02555938613234
735298,18/08/2017,18/08/2017,936,108836,45-49,F,29,31,32,85412.0,28,38.63999999,2.0,1.0,0.03278227883669742,-94.82401656180745
736869,18/08/2017,18/08/2017,936,109448,30-34,M,2,6,8,2338.0,1,0.239999995,1.0,0.0,0.0427715996578272,316.6666753472224
736890,18/08/2017,18/08/2017,936,109451,30-34,M,15,16,20,2522.0,0,0.0,1.0,0.0,0.0,0.0
736893,18/08/2017,18/08/2017,936,109452,30-34,M,16,17,17,3587.0,0,0.0,1.0,0.0,0.0,0.0
736977,18/08/2017,18/08/2017,936,109470,30-34,M,27,30,28,1273.0,0,0.0,1.0,0.0,0.0,0.0
736988,21/08/2017,21/08/2017,936,109472,30-34,M,28,29,29,3891.0,1,1.090000033,1.0,0.0,0.02570033410434336,-8.25688351148884
736995,21/08/2017,21/08/2017,936,109473,30-34,M,29,34,34,1888.0,0,0.0,1.0,0.0,0.0,0.0
736997,21/08/2017,21/08/2017,936,109473,30-34,M,29,32,33,1895.0,0,0.0,1.0,0.0,0.0,0.0
737097,21/08/2017,21/08/2017,936,109498,35-39,M,7,10,11,715.0,0,0.0,1.0,0.0,0.0,0.0
737130,21/08/2017,21/08/2017,936,109507,35-39,M,16,19,18,11199.0,2,2.680000067,1.0,0.0,0.017858737387266718,-62.686568097014906
737320,18/08/2017,18/08/2017,936,109553,35-39,M,63,64,66,5676.0,2,3.00999999,1.0,0.0,0.035236081747709654,-66.77740852749969
737375,21/08/2017,21/08/2017,936,109565,40-44,M,10,11,11,1415.0,0,0.0,1.0,0.0,0.0,0.0
737524,21/08/2017,21/08/2017,936,109601,40-44,M,30,34,33,2148.0,1,1.580000043,1.0,1.0,0.04655493482309125,-36.708862481973995
737644,21/08/2017,21/08/2017,936,109629,45-49,M,16,22,17,45401.0,10,14.06000042,1.0,0.0,0.022025946565053633,-92.88762467903254
737657,18/08/2017,18/08/2017,936,109633,45-49,M,18,23,20,7478.0,2,2.900000095,1.0,1.0,0.02674511901577962,-65.51724250891792
737658,18/08/2017,18/08/2017,936,109633,45-49,M,18,19,24,4919.0,1,1.590000033,1.0,0.0,0.020329335230737954,-37.10691954432179
737674,20/08/2017,20/08/2017,936,109637,45-49,M,20,21,24,533.0,0,0.0,1.0,1.0,0.0,0.0
737766,20/08/2017,20/08/2017,936,109659,45-49,M,29,33,33,1447.0,0,0.0,1.0,1.0,0.0,0.0
737896,20/08/2017,20/08/2017,936,109689,30-34,F,16,21,22,17553.0,3,4.590000153,1.0,0.0,0.017091095539224065,-78.21350835148873
737931,20/08/2017,20/08/2017,936,109698,30-34,F,20,26,24,3343.0,1,0.540000021,1.0,0.0,0.029913251570445706,85.18517798353938
737961,20/08/2017,20/08/2017,936,109706,30-34,F,23,29,28,523.0,0,0.0,1.0,0.0,0.0,0.0
737995,20/08/2017,20/08/2017,936,109714,30-34,F,26,27,31,1873.0,0,0.0,1.0,0.0,0.0,0.0
738006,20/08/2017,20/08/2017,936,109717,30-34,F,27,29,32,34740.0,7,13.41000009,1.0,1.0,0.020149683362118594,-92.5428784989665
738067,20/08/2017,20/08/2017,936,109731,30-34,F,32,37,36,658.0,0,0.0,1.0,0.0,0.0,0.0
738098,20/08/2017,20/08/2017,936,109738,30-34,F,64,70,68,1539.0,0,0.0,1.0,0.0,0.0,0.0
738307,20/08/2017,20/08/2017,936,109788,35-39,F,31,36,36,3010.0,1,0.860000014,1.0,1.0,0.03322259136212625,16.2790678745268
738389,19/08/2017,19/08/2017,936,109808,40-44,F,10,16,12,27081.0,9,10.77000046,1.0,1.0,0.03323363243602526,-90.7149493287951
738408,19/08/2017,19/08/2017,936,109813,40-44,F,16,22,22,20233.0,4,5.590000153,3.0,0.0,0.019769683190826868,-46.33273849930072
738413,19/08/2017,19/08/2017,936,109813,40-44,F,16,17,19,147159.0,36,58.16000044,3.0,1.0,0.024463335575805763,-94.84181571990374
738423,19/08/2017,19/08/2017,936,109816,40-44,F,18,20,24,21664.0,7,10.61999977,1.0,1.0,0.03231166912850812,-90.58380393919727
738436,19/08/2017,19/08/2017,936,109820,40-44,F,19,21,20,9112.0,4,5.460000038,1.0,1.0,0.043898156277436345,-81.68498181244884
738463,20/08/2017,20/08/2017,936,109826,40-44,F,21,23,24,542.0,0,0.0,1.0,0.0,0.0,0.0
738528,19/08/2017,19/08/2017,936,109839,40-44,F,30,34,33,402.0,0,0.0,1.0,1.0,0.0,0.0
738560,19/08/2017,19/08/2017,936,109844,40-44,F,64,70,66,1338.0,0,0.0,1.0,0.0,0.0,0.0
738582,19/08/2017,19/08/2017,936,109848,45-49,F,10,16,12,46150.0,15,20.17999983,1.0,1.0,0.03250270855904659,-95.04459857074241
738592,20/08/2017,20/08/2017,936,109850,45-49,F,16,22,20,493821.0,116,176.3799977,4.0,1.0,0.02349029304140569,-97.73216915060658
738593,20/08/2017,20/08/2017,936,109850,45-49,F,16,17,21,92011.0,27,34.39000046,2.0,1.0,0.029344317527252174,-94.1843559952078
738598,21/08/2017,21/08/2017,936,109851,45-49,F,18,23,24,12956.0,4,5.49000001,1.0,1.0,0.030873726458783574,-81.78506378545526
738606,21/08/2017,21/08/2017,936,109852,45-49,F,19,20,23,529.0,0,0.0,1.0,0.0,0.0,0.0
738637,21/08/2017,21/08/2017,936,109857,45-49,F,24,26,30,944.0,1,1.419999957,1.0,0.0,0.1059322033898305,-29.577462656218934
738648,18/08/2017,18/08/2017,936,109859,45-49,F,26,30,27,111090.0,38,51.97000027,5.0,1.0,0.03420649923485462,-90.37906489508664
747212,18/08/2017,18/08/2017,936,110836,30-34,M,10,16,14,7208.0,2,3.190000057,1.0,0.0,0.02774694783573807,-68.65203817769086
747213,18/08/2017,18/08/2017,936,110836,30-34,M,10,12,11,1746.0,0,0.0,1.0,0.0,0.0,0.0
747220,18/08/2017,18/08/2017,936,110837,30-34,M,15,17,16,2474.0,0,0.0,2.0,2.0,0.0,0.0
747222,18/08/2017,18/08/2017,936,110838,30-34,M,16,22,20,12489.0,2,1.960000038,1.0,0.0,0.016014092401313153,-48.979592825905854
747223,18/08/2017,18/08/2017,936,110838,30-34,M,16,18,18,8032.0,1,0.600000024,2.0,0.0,0.01245019920318725,233.33332000000055
747248,21/08/2017,21/08/2017,936,110842,30-34,M,21,24,24,472.0,0,0.0,1.0,1.0,0.0,0.0
747332,21/08/2017,21/08/2017,936,110856,30-34,M,64,68,65,792.0,0,0.0,1.0,1.0,0.0,0.0
747362,21/08/2017,21/08/2017,936,110861,35-39,M,15,16,18,4607.0,1,1.149999976,1.0,1.0,0.021706099413935316,-13.04347644612472
747369,21/08/2017,21/08/2017,936,110862,35-39,M,16,17,21,13355.0,2,3.180000067,1.0,1.0,0.014975664545114188,-68.55345978204974
747370,20/08/2017,20/08/2017,936,110862,35-39,M,16,17,19,2936.0,0,0.0,1.0,0.0,0.0,0.0
747401,21/08/2017,21/08/2017,936,110867,35-39,M,22,25,25,2793.0,1,0.980000019,1.0,1.0,0.03580379520229145,2.0408143481882934
747435,21/08/2017,21/08/2017,936,110873,35-39,M,28,29,30,1032.0,0,0.0,1.0,0.0,0.0,0.0
747439,21/08/2017,21/08/2017,936,110874,35-39,M,29,35,33,1662.0,0,0.0,1.0,1.0,0.0,0.0
747489,21/08/2017,21/08/2017,936,110882,40-44,M,2,7,6,4016.0,2,1.480000049,1.0,1.0,0.049800796812749,-32.432434669466694
747514,21/08/2017,21/08/2017,936,110886,40-44,M,16,20,17,14843.0,3,2.939999938,1.0,1.0,0.02021154753082261,-65.9863938405294
747645,21/08/2017,21/08/2017,936,110908,45-49,M,10,14,13,9674.0,3,4.600000024,1.0,1.0,0.03101095720487906,-78.26086967863894
747659,25/08/2017,25/08/2017,936,110910,45-49,M,16,21,17,12186.0,2,2.669999957,1.0,0.0,0.016412276382734285,-62.54681587622213
747675,25/08/2017,25/08/2017,936,110913,45-49,M,20,22,21,673.0,0,0.0,1.0,0.0,0.0,0.0
747678,25/08/2017,25/08/2017,936,110914,45-49,M,21,27,23,370.0,0,0.0,1.0,1.0,0.0,0.0
747712,24/08/2017,24/08/2017,936,110919,45-49,M,26,30,29,450.0,0,0.0,1.0,1.0,0.0,0.0
747790,24/08/2017,24/08/2017,936,110932,30-34,F,10,12,14,2077.0,0,0.0,1.0,1.0,0.0,0.0
747791,25/08/2017,25/08/2017,936,110932,30-34,F,10,14,13,31393.0,8,10.96000051,1.0,1.0,0.025483388016436785,-90.87591283332887
747795,25/08/2017,25/08/2017,936,110933,30-34,F,15,21,18,8410.0,2,2.359999895,1.0,1.0,0.023781212841854936,-57.62711675883359
747798,25/08/2017,25/08/2017,936,110934,30-34,F,16,21,20,25884.0,5,7.350000143,1.0,0.0,0.019316952557564517,-86.39455808783377
747824,25/08/2017,25/08/2017,936,110938,30-34,F,21,24,23,608.0,0,0.0,1.0,1.0,0.0,0.0
747828,25/08/2017,25/08/2017,936,110939,30-34,F,22,24,24,28488.0,10,9.340000033,1.0,0.0,0.035102499297950014,-89.29336192219691
747852,24/08/2017,24/08/2017,936,110943,30-34,F,26,32,32,10126.0,3,4.619999886,1.0,0.0,0.02962670353545329,-78.3549778208804
747859,24/08/2017,24/08/2017,936,110944,30-34,F,27,32,33,22572.0,5,8.5,1.0,0.0,0.022151337940811627,-88.23529411764706
747863,24/08/2017,24/08/2017,936,110944,30-34,F,27,30,33,1955.0,0,0.0,1.0,1.0,0.0,0.0
747879,24/08/2017,24/08/2017,936,110947,30-34,F,30,36,31,493.0,0,0.0,1.0,0.0,0.0,0.0
747903,24/08/2017,24/08/2017,936,110951,30-34,F,63,69,69,1491.0,0,0.0,1.0,1.0,0.0,0.0
747911,24/08/2017,24/08/2017,936,110952,30-34,F,64,66,66,1495.0,0,0.0,1.0,1.0,0.0,0.0
747991,24/08/2017,24/08/2017,936,110966,35-39,F,25,31,27,4868.0,2,2.420000076,1.0,0.0,0.041084634346754315,-58.677687248138746
748000,24/08/2017,24/08/2017,936,110967,35-39,F,26,27,32,6585.0,2,2.950000048,1.0,0.0,0.030372057706909643,-66.10169546681988
748007,24/08/2017,24/08/2017,936,110968,35-39,F,27,29,28,10164.0,2,3.720000029,1.0,1.0,0.01967729240456513,-73.11827977945427
748014,24/08/2017,24/08/2017,936,110970,35-39,F,29,31,35,11182.0,4,4.449999809,1.0,0.0,0.03577177606868181,-77.52808892311572
748045,25/08/2017,25/08/2017,936,110975,35-39,F,63,69,64,1238.0,0,0.0,1.0,0.0,0.0,0.0
748086,25/08/2017,25/08/2017,936,110982,40-44,F,16,19,18,34127.0,8,13.07000017,1.0,0.0,0.023441849561930433,-92.34889068865253
748087,26/08/2017,26/08/2017,936,110982,40-44,F,16,22,19,29466.0,7,10.84999967,2.0,0.0,0.02375619357904025,-81.56681971585719
748089,26/08/2017,26/08/2017,936,110982,40-44,F,16,18,21,38759.0,9,10.84999967,1.0,0.0,0.023220413323357156,-90.7834098579286
748091,26/08/2017,26/08/2017,936,110982,40-44,F,16,17,19,41720.0,10,12.06000006,1.0,1.0,0.023969319271332692,-91.70812607773735
748225,26/08/2017,26/08/2017,936,111005,45-49,F,15,16,17,18602.0,5,8.860000134,1.0,0.0,0.026878830233308247,-88.71331845512587
748230,26/08/2017,26/08/2017,936,111006,45-49,F,16,17,20,83929.0,21,27.72999954,4.0,1.0,0.025021148828176194,-85.57518908635366
748231,27/08/2017,27/08/2017,936,111006,45-49,F,16,18,21,25194.0,6,7.349999905,1.0,0.0,0.023815194093831864,-86.3945576472766
748233,27/08/2017,27/08/2017,936,111006,45-49,F,16,22,18,78627.0,19,26.53000045,1.0,0.0,0.0241647271293576,-96.23068231044827
748235,26/08/2017,26/08/2017,936,111006,45-49,F,16,18,19,102695.0,25,39.42999983,3.0,0.0,0.024343931057987246,-92.3915799824136
748294,26/08/2017,26/08/2017,936,111016,45-49,F,27,32,31,82827.0,24,47.93000031,3.0,0.0,0.028976058531638236,-93.74087214563592
748295,26/08/2017,26/08/2017,936,111016,45-49,F,27,31,32,9240.0,3,6.039999962,1.0,0.0,0.032467532467532464,-83.44370850510943
748303,25/08/2017,25/08/2017,936,111018,45-49,F,29,32,33,7706.0,2,2.369999886,1.0,0.0,0.02595380223202699,-57.80590514340641
748314,25/08/2017,25/08/2017,936,111020,45-49,F,31,34,32,7821.0,4,6.340000153,1.0,1.0,0.0511443549418233,-84.22712971817809
748341,25/08/2017,25/08/2017,936,111024,45-49,F,64,67,68,1363.0,0,0.0,1.0,1.0,0.0,0.0
776318,25/08/2017,25/08/2017,936,115484,45-49,F,15,16,19,3569.0,0,0.0,1.0,1.0,0.0,0.0
